Unnamed: 0,review,rating,topic,topic_probability,topic_label,rating_number_only,sentiment
18739,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18741,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18742,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18743,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18745,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18746,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18747,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18748,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18749,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18750,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18751,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18752,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18754,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18756,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18757,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18758,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18759,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18760,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18761,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18762,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18763,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18764,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18765,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18766,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18767,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18768,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18769,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18770,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18771,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18772,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18773,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18774,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18775,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18776,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18777,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18778,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18779,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18780,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18781,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18782,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18783,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18784,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18785,neutral,3 stars,5,0.58333147,"Miscellanous, general complains about environment",3,neutral
18786,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18787,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18788,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18789,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18790,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18791,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18792,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18793,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18794,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18795,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18796,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18797,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18798,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18799,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18800,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18801,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18802,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18803,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18804,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18805,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18806,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18807,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18808,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18809,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18810,poor,2 stars,3,0.58333075,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18811,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18812,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18813,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18814,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18815,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18816,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18817,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18819,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18821,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18822,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18823,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18824,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18825,poor,2 stars,3,0.58333075,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18826,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18827,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18828,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18829,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18830,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18831,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18832,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18833,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18834,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18835,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18836,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18837,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18838,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18839,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18841,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18842,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18843,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18844,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18846,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18847,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18848,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18849,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18852,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18853,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18854,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18855,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18856,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18857,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18858,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18859,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18860,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18861,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18863,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18864,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18865,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18866,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18867,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18868,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18870,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18871,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18872,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18873,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18874,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18875,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18876,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18877,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18878,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18879,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18880,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18881,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18882,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18883,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18884,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18885,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18886,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18890,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18891,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18892,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18893,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18894,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18895,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18896,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18897,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18898,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18899,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18900,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18901,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18902,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18904,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18905,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18906,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18908,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18909,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18910,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18912,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18913,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18914,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18915,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18916,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18917,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18918,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18919,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18920,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18921,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18922,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18923,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18924,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18925,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18926,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18927,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18928,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18929,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18930,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18931,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18932,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18933,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18934,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18935,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18937,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18938,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18939,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18940,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18941,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18942,neutral,3 stars,5,0.58333147,"Miscellanous, general complains about environment",3,neutral
18943,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18944,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18945,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18946,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18947,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18948,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18949,poor,2 stars,3,0.58333075,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18950,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18953,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18954,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18955,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18956,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18957,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18958,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18959,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18961,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18962,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18964,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18965,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18966,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18967,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18968,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18969,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18971,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18972,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18973,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18974,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18975,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18976,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
18977,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18978,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18980,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18981,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18982,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18983,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18984,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18985,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18986,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18987,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18988,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18989,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18990,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18991,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18992,neutral,3 stars,5,0.58333147,"Miscellanous, general complains about environment",3,neutral
18993,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18994,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
18995,terrible,1 star,5,0.58333236,"Miscellanous, general complains about environment",1,negative
18996,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18997,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18998,excellent,5 stars,2,0.58333284,"Overall good price, quality, service",5,positive
18999,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
19000,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
19001,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
19002,poor,2 stars,3,0.5833308,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
19003,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
19004,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
19005,neutral,3 stars,5,0.5833314,"Miscellanous, general complains about environment",3,neutral
19006,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
19007,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
19008,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
19009,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
19010,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
19011,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
19012,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
19013,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
19014,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
19015,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
19016,terrible,1 star,5,0.58333236,"Miscellanous, general complains about environment",1,negative
19017,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
19018,poor,2 stars,3,0.58333075,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
